event,completeTime,case
37,2023-12-20 00:00:00,1872
37,2023-12-20 00:00:00,1875
37,2023-12-20 00:00:00,1882
37,2023-12-20 00:00:00,319
37,2023-12-20 00:00:00,327
37,2023-12-20 00:00:00,340
37,2023-12-20 00:00:00,415
37,2023-12-20 00:00:00,624
37,2023-12-20 00:00:00,2422
37,2023-12-20 00:00:00,2474
37,2023-12-20 00:00:00,2624
37,2023-12-20 00:00:00,2728
37,2023-12-20 00:00:00,5
37,2023-12-20 00:00:00,202
37,2023-12-20 00:00:00,230
37,2023-12-20 00:00:00,277
37,2023-12-20 00:00:00,299
37,2023-12-20 00:00:00,938
37,2023-12-20 00:00:00,968
37,2023-12-20 00:00:00,980
28,2023-12-20 00:00:00,1049
37,2023-12-20 00:00:00,1224
37,2023-12-20 00:00:00,1274
37,2023-12-20 00:00:00,1293
37,2023-12-20 00:00:00,1341
37,2023-12-20 00:00:00,1346
37,2023-12-20 00:00:00,1849
37,2023-12-20 00:00:00,1909
37,2023-12-20 00:00:00,1915
26,2023-12-20 00:00:00,2056
37,2023-12-20 00:00:00,2155
37,2023-12-20 00:00:00,2163
37,2023-12-20 00:00:00,2165
28,2023-12-20 00:00:00,2171
37,2023-12-20 00:00:00,2179
37,2023-12-20 00:00:00,2208
37,2023-12-20 00:00:00,2232
37,2023-12-20 00:00:00,2236
37,2023-12-20 00:00:00,2268
37,2023-12-20 00:00:00,2278
37,2023-12-20 00:00:00,2289
37,2023-12-20 00:00:00,2306
37,2023-12-20 00:00:00,2313
16,2023-12-20 00:00:00,2340
37,2023-12-20 00:00:00,2340
37,2023-12-20 00:00:00,2355
37,2023-12-20 00:00:00,2417
37,2023-12-20 00:00:00,2444
37,2023-12-20 00:00:00,2452
37,2023-12-20 00:00:00,2479
37,2023-12-20 00:00:00,2482
27,2023-12-20 00:00:00,2490
37,2023-12-20 00:00:00,2498
37,2023-12-20 00:00:00,2515
27,2023-12-20 00:00:00,2640
37,2023-12-20 00:00:00,2653
37,2023-12-20 00:00:00,2672
37,2023-12-20 00:00:00,2729
37,2023-12-20 00:00:00,2737
37,2023-12-20 00:00:00,13
37,2023-12-20 00:00:00,14
37,2023-12-20 00:00:00,15
37,2023-12-20 00:00:00,16
37,2023-12-20 00:00:00,17
37,2023-12-20 00:00:00,27
37,2023-12-20 00:00:00,36
37,2023-12-20 00:00:00,43
37,2023-12-20 00:00:00,80
37,2023-12-20 00:00:00,81
37,2023-12-20 00:00:00,177
37,2023-12-20 00:00:00,192
37,2023-12-20 00:00:00,193
37,2023-12-20 00:00:00,203
37,2023-12-20 00:00:00,345
37,2023-12-20 00:00:00,375
37,2023-12-20 00:00:00,383
37,2023-12-20 00:00:00,393
37,2023-12-20 00:00:00,396
37,2023-12-20 00:00:00,402
37,2023-12-20 00:00:00,403
37,2023-12-20 00:00:00,416
37,2023-12-20 00:00:00,442
37,2023-12-20 00:00:00,452
37,2023-12-20 00:00:00,464
37,2023-12-20 00:00:00,504
37,2023-12-20 00:00:00,521
37,2023-12-20 00:00:00,523
37,2023-12-20 00:00:00,527
37,2023-12-20 00:00:00,536
37,2023-12-20 00:00:00,538
37,2023-12-20 00:00:00,648
37,2023-12-20 00:00:00,696
37,2023-12-20 00:00:00,720
37,2023-12-20 00:00:00,726
37,2023-12-20 00:00:00,778
37,2023-12-20 00:00:00,788
37,2023-12-20 00:00:00,792
37,2023-12-20 00:00:00,795
37,2023-12-20 00:00:00,806
37,2023-12-20 00:00:00,816
37,2023-12-20 00:00:00,823
37,2023-12-20 00:00:00,825
37,2023-12-20 00:00:00,841
37,2023-12-20 00:00:00,850
37,2023-12-20 00:00:00,857
37,2023-12-20 00:00:00,876
37,2023-12-20 00:00:00,947
37,2023-12-20 00:00:00,950
37,2023-12-20 00:00:00,952
37,2023-12-20 00:00:00,969
37,2023-12-20 00:00:00,976
37,2023-12-20 00:00:00,986
37,2023-12-20 00:00:00,1010
37,2023-12-20 00:00:00,1020
37,2023-12-20 00:00:00,1026
37,2023-12-20 00:00:00,1037
37,2023-12-20 00:00:00,1040
37,2023-12-20 00:00:00,1048
37,2023-12-20 00:00:00,1061
37,2023-12-20 00:00:00,1090
37,2023-12-20 00:00:00,1116
37,2023-12-20 00:00:00,1123
37,2023-12-20 00:00:00,1135
37,2023-12-20 00:00:00,1136
37,2023-12-20 00:00:00,1141
37,2023-12-20 00:00:00,1142
37,2023-12-20 00:00:00,1201
37,2023-12-20 00:00:00,1207
37,2023-12-20 00:00:00,1211
37,2023-12-20 00:00:00,1241
37,2023-12-20 00:00:00,1243
37,2023-12-20 00:00:00,1247
37,2023-12-20 00:00:00,1262
37,2023-12-20 00:00:00,1302
37,2023-12-20 00:00:00,1304
37,2023-12-20 00:00:00,1319
37,2023-12-20 00:00:00,1323
37,2023-12-20 00:00:00,1351
37,2023-12-20 00:00:00,1374
37,2023-12-20 00:00:00,1382
37,2023-12-20 00:00:00,1402
37,2023-12-20 00:00:00,1403
37,2023-12-20 00:00:00,1406
37,2023-12-20 00:00:00,1417
37,2023-12-20 00:00:00,1456
37,2023-12-20 00:00:00,1484
37,2023-12-20 00:00:00,1536
37,2023-12-20 00:00:00,1542
37,2023-12-20 00:00:00,1550
37,2023-12-20 00:00:00,1564
37,2023-12-20 00:00:00,1574
37,2023-12-20 00:00:00,1589
37,2023-12-20 00:00:00,1633
37,2023-12-20 00:00:00,1648
37,2023-12-20 00:00:00,1715
37,2023-12-20 00:00:00,1719
37,2023-12-20 00:00:00,1723
37,2023-12-20 00:00:00,1726
37,2023-12-20 00:00:00,1741
37,2023-12-20 00:00:00,1749
37,2023-12-20 00:00:00,1751
37,2023-12-20 00:00:00,1753
37,2023-12-20 00:00:00,1755
15,2023-12-20 00:47:00,345
22,2023-12-20 00:58:00,1969
22,2023-12-20 00:58:00,1969
5,2023-12-20 00:58:00,1969
4,2023-12-20 05:31:00,43
4,2023-12-20 05:31:00,396
4,2023-12-20 05:31:00,396
4,2023-12-20 05:33:00,43
2,2023-12-20 05:33:00,43
4,2023-12-20 05:33:00,396
2,2023-12-20 05:34:00,396
4,2023-12-20 05:35:00,396
2,2023-12-20 05:35:00,396
22,2023-12-20 06:32:00,255
22,2023-12-20 08:27:00,2155
22,2023-12-20 09:23:00,2278
22,2023-12-20 09:25:00,2278
22,2023-12-20 09:30:00,2278
22,2023-12-20 09:33:00,2278
22,2023-12-20 09:33:00,2278
22,2023-12-20 09:39:00,2278
22,2023-12-20 09:40:00,2278
22,2023-12-20 09:40:00,2278
22,2023-12-20 09:43:00,1969
22,2023-12-20 09:43:00,1969
22,2023-12-20 10:29:00,415
22,2023-12-20 11:30:00,954
5,2023-12-20 13:00:00,1969
22,2023-12-20 13:20:00,2452
22,2023-12-20 13:20:00,2452
22,2023-12-20 13:20:00,2452
22,2023-12-20 13:21:00,2452
7,2023-12-20 13:22:00,2452
5,2023-12-20 13:22:00,2452
4,2023-12-20 13:22:00,2452
22,2023-12-20 14:09:00,463
22,2023-12-20 14:11:00,463
22,2023-12-20 14:18:00,1574
22,2023-12-20 14:19:00,1574
22,2023-12-20 14:20:00,1574
22,2023-12-20 14:20:00,1574
22,2023-12-20 14:22:00,1574
22,2023-12-20 14:25:00,1574
22,2023-12-20 14:49:00,15
22,2023-12-20 14:49:00,15
22,2023-12-20 14:49:00,15
22,2023-12-20 14:52:00,232
22,2023-12-20 15:01:00,2328
22,2023-12-20 15:17:00,2328
22,2023-12-20 15:22:00,2328
7,2023-12-20 15:38:00,2313
5,2023-12-20 15:38:00,2313
12,2023-12-20 15:38:00,2313
4,2023-12-20 15:38:00,2313
4,2023-12-20 15:38:00,2313
15,2023-12-20 15:43:00,2313
7,2023-12-20 15:46:00,1052
5,2023-12-20 15:46:00,1052
4,2023-12-20 15:46:00,1052
22,2023-12-20 15:51:00,2683
22,2023-12-20 15:54:00,2683
18,2023-12-20 16:19:00,1052
22,2023-12-20 16:31:00,676
22,2023-12-20 17:19:00,2586
22,2023-12-20 17:19:00,2586
22,2023-12-20 17:27:00,538
22,2023-12-20 17:39:00,254
22,2023-12-20 17:42:00,154
22,2023-12-20 17:42:00,154
22,2023-12-20 19:41:00,1036
22,2023-12-20 20:29:00,1036
22,2023-12-20 20:32:00,1036
5,2023-12-20 20:33:00,1036
22,2023-12-20 20:42:00,798
22,2023-12-20 20:42:00,798
22,2023-12-20 20:50:00,1776
22,2023-12-20 20:50:00,1776
22,2023-12-20 20:51:00,1776
22,2023-12-20 20:52:00,1776
5,2023-12-20 23:28:00,276
28,2023-12-21 00:00:00,483
16,2023-12-21 00:00:00,1280
28,2023-12-21 00:00:00,2000
25,2023-12-21 00:00:00,2055
25,2023-12-21 00:00:00,2056
25,2023-12-21 00:00:00,2640
25,2023-12-21 00:00:00,1525
37,2023-12-21 00:37:00,1622
37,2023-12-21 00:37:00,1622
22,2023-12-21 00:38:00,1622
22,2023-12-21 00:38:00,1622
22,2023-12-21 00:38:00,1622
22,2023-12-21 00:45:00,143
22,2023-12-21 00:45:00,143
22,2023-12-21 00:56:00,110
22,2023-12-21 00:57:00,110
4,2023-12-21 05:31:00,2452
4,2023-12-21 05:31:00,1589
4,2023-12-21 05:31:00,1589
4,2023-12-21 05:32:00,1589
4,2023-12-21 05:32:00,1589
2,2023-12-21 05:32:00,1589
4,2023-12-21 05:34:00,2452
2,2023-12-21 05:35:00,2452
22,2023-12-21 06:24:00,245
22,2023-12-21 07:50:00,1116
22,2023-12-21 09:16:00,1255
24,2023-12-21 10:13:00,1073
22,2023-12-21 10:21:00,1052
5,2023-12-21 10:30:00,274
37,2023-12-21 10:46:00,2735
37,2023-12-21 10:47:00,2735
22,2023-12-21 11:07:00,2603
7,2023-12-21 11:18:00,2155
5,2023-12-21 11:18:00,2155
12,2023-12-21 11:18:00,2155
4,2023-12-21 11:19:00,2155
22,2023-12-21 11:22:00,104
5,2023-12-21 11:22:00,104
37,2023-12-21 11:29:00,140
37,2023-12-21 11:29:00,140
5,2023-12-21 11:30:00,104
37,2023-12-21 11:30:00,140
37,2023-12-21 11:30:00,140
22,2023-12-21 11:36:00,104
22,2023-12-21 13:14:00,521
22,2023-12-21 13:15:00,521
22,2023-12-21 13:15:00,521
22,2023-12-21 13:15:00,521
22,2023-12-21 13:40:00,521
22,2023-12-21 13:41:00,521
22,2023-12-21 13:47:00,521
22,2023-12-21 13:47:00,521
22,2023-12-21 13:48:00,521
22,2023-12-21 13:48:00,521
22,2023-12-21 13:48:00,521
22,2023-12-21 13:48:00,521
22,2023-12-21 13:48:00,521
22,2023-12-21 13:57:00,521
22,2023-12-21 13:57:00,521
22,2023-12-21 13:58:00,521
22,2023-12-21 13:58:00,521
22,2023-12-21 14:00:00,521
22,2023-12-21 14:00:00,521
22,2023-12-21 14:01:00,1178
22,2023-12-21 14:01:00,1178
22,2023-12-21 14:02:00,521
22,2023-12-21 14:02:00,521
22,2023-12-21 14:03:00,1178
22,2023-12-21 14:05:00,521
22,2023-12-21 14:05:00,521
22,2023-12-21 14:05:00,521
7,2023-12-21 14:06:00,521
5,2023-12-21 14:06:00,521
4,2023-12-21 14:06:00,521
4,2023-12-21 14:06:00,521
22,2023-12-21 14:09:00,521
22,2023-12-21 14:09:00,521
4,2023-12-21 14:10:00,521
2,2023-12-21 14:10:00,521
22,2023-12-21 14:16:00,1178
22,2023-12-21 14:45:00,2739
22,2023-12-21 14:46:00,2739
22,2023-12-21 14:54:00,2739
22,2023-12-21 14:55:00,2739
22,2023-12-21 14:56:00,193
22,2023-12-21 14:56:00,193
22,2023-12-21 14:57:00,193
22,2023-12-21 14:57:00,193
22,2023-12-21 14:57:00,193
22,2023-12-21 14:58:00,193
22,2023-12-21 14:59:00,193
22,2023-12-21 14:59:00,193
22,2023-12-21 14:59:00,193
22,2023-12-21 15:00:00,2739
22,2023-12-21 15:00:00,2739
22,2023-12-21 15:00:00,2739
22,2023-12-21 15:00:00,2739
22,2023-12-21 15:00:00,2739
22,2023-12-21 15:05:00,193
22,2023-12-21 15:06:00,193
22,2023-12-21 15:07:00,2739
7,2023-12-21 15:07:00,2739
5,2023-12-21 15:07:00,2739
4,2023-12-21 15:07:00,2739
22,2023-12-21 15:09:00,193
22,2023-12-21 15:12:00,193
22,2023-12-21 15:13:00,193
22,2023-12-21 15:13:00,193
22,2023-12-21 15:13:00,193
22,2023-12-21 15:14:00,193
22,2023-12-21 15:14:00,248
22,2023-12-21 15:15:00,193
22,2023-12-21 15:17:00,193
22,2023-12-21 15:19:00,193
22,2023-12-21 15:19:00,193
22,2023-12-21 15:19:00,193
22,2023-12-21 15:19:00,193
22,2023-12-21 15:19:00,193
22,2023-12-21 15:20:00,288
22,2023-12-21 15:20:00,288
5,2023-12-21 15:21:00,288
5,2023-12-21 15:21:00,288
5,2023-12-21 15:22:00,288
22,2023-12-21 15:27:00,2530
22,2023-12-21 15:38:00,193
22,2023-12-21 15:38:00,193
22,2023-12-21 15:39:00,193
22,2023-12-21 15:39:00,193
22,2023-12-21 15:44:00,193
22,2023-12-21 15:44:00,193
22,2023-12-21 15:44:00,193
22,2023-12-21 15:47:00,193
22,2023-12-21 15:47:00,193
22,2023-12-21 15:47:00,193
22,2023-12-21 15:47:00,193
22,2023-12-21 15:48:00,193
22,2023-12-21 15:51:00,193
22,2023-12-21 15:52:00,193
22,2023-12-21 15:52:00,193
7,2023-12-21 15:52:00,193
5,2023-12-21 15:52:00,193
4,2023-12-21 15:52:00,193
4,2023-12-21 15:52:00,193
22,2023-12-21 15:52:00,193
22,2023-12-21 15:53:00,193
22,2023-12-21 15:53:00,193
22,2023-12-21 15:54:00,193
22,2023-12-21 15:54:00,193
22,2023-12-21 15:54:00,193
22,2023-12-21 15:54:00,193
4,2023-12-21 15:55:00,193
2,2023-12-21 15:55:00,193
15,2023-12-21 16:05:00,193
22,2023-12-21 16:59:00,393
22,2023-12-21 17:29:00,2739
22,2023-12-21 17:29:00,2739
22,2023-12-21 17:53:00,1865
7,2023-12-21 17:53:00,393
5,2023-12-21 17:53:00,393
4,2023-12-21 17:54:00,393
4,2023-12-21 17:54:00,393
4,2023-12-21 17:54:00,393
4,2023-12-21 17:54:00,393
4,2023-12-21 17:56:00,393
4,2023-12-21 17:56:00,393
2,2023-12-21 17:57:00,393
22,2023-12-21 20:22:00,110
22,2023-12-21 20:23:00,110
22,2023-12-21 20:23:00,110
22,2023-12-21 20:24:00,110
22,2023-12-21 20:24:00,110
22,2023-12-21 20:28:00,110
22,2023-12-21 20:29:00,110
22,2023-12-21 20:29:00,110
22,2023-12-21 20:30:00,110
5,2023-12-21 20:31:00,110
22,2023-12-21 20:41:00,110
22,2023-12-21 20:41:00,110
22,2023-12-21 20:53:00,1984
22,2023-12-21 20:53:00,1984
22,2023-12-21 20:53:00,1984
22,2023-12-21 20:53:00,1984
22,2023-12-21 21:00:00,1280
22,2023-12-21 21:06:00,1280
5,2023-12-21 21:06:00,1280
22,2023-12-21 21:07:00,2530
22,2023-12-21 21:10:00,846
5,2023-12-21 21:10:00,1280
22,2023-12-21 21:11:00,846
22,2023-12-21 21:11:00,846
22,2023-12-21 21:12:00,846
22,2023-12-21 21:12:00,846
22,2023-12-21 21:12:00,846
22,2023-12-21 21:12:00,846
5,2023-12-21 21:12:00,846
22,2023-12-21 21:13:00,846
22,2023-12-21 21:13:00,1280
5,2023-12-21 21:14:00,1280
22,2023-12-21 21:15:00,846
22,2023-12-21 21:15:00,846
22,2023-12-21 22:28:00,219
22,2023-12-21 22:28:00,219
22,2023-12-21 22:29:00,219
22,2023-12-21 22:42:00,1990
22,2023-12-21 22:43:00,1990
34,2023-12-22 00:00:00,1087
38,2023-12-22 00:00:00,2232
28,2023-12-22 00:00:00,2334
38,2023-12-22 00:00:00,2340
28,2023-12-22 00:00:00,2399
28,2023-12-22 00:00:00,2418
26,2023-12-22 00:00:00,477
28,2023-12-22 00:00:00,1667
22,2023-12-22 00:01:00,1073
22,2023-12-22 00:34:00,115
5,2023-12-22 00:34:00,115
5,2023-12-22 00:38:00,115
22,2023-12-22 00:38:00,115
22,2023-12-22 00:57:00,230
22,2023-12-22 00:58:00,230
4,2023-12-22 05:31:00,2739
4,2023-12-22 05:31:00,2155
4,2023-12-22 05:31:00,1052
4,2023-12-22 05:33:00,2739
2,2023-12-22 05:33:00,2739
4,2023-12-22 05:33:00,2155
4,2023-12-22 05:33:00,1052
2,2023-12-22 05:33:00,1052
2,2023-12-22 05:34:00,2155
22,2023-12-22 07:51:00,538
22,2023-12-22 07:51:00,538
22,2023-12-22 07:51:00,538
22,2023-12-22 07:53:00,538
22,2023-12-22 07:53:00,538
22,2023-12-22 07:54:00,538
22,2023-12-22 07:54:00,538
22,2023-12-22 07:54:00,538
22,2023-12-22 07:57:00,538
22,2023-12-22 07:57:00,538
7,2023-12-22 07:58:00,538
5,2023-12-22 07:58:00,538
22,2023-12-22 07:58:00,538
22,2023-12-22 08:15:00,14
22,2023-12-22 08:18:00,14
22,2023-12-22 08:18:00,14
22,2023-12-22 08:20:00,14
22,2023-12-22 08:20:00,1116
22,2023-12-22 08:21:00,14
22,2023-12-22 08:21:00,14
22,2023-12-22 08:21:00,14
22,2023-12-22 08:21:00,14
22,2023-12-22 08:21:00,1116
22,2023-12-22 08:21:00,1116
22,2023-12-22 08:24:00,1116
22,2023-12-22 08:25:00,14
22,2023-12-22 08:25:00,14
7,2023-12-22 08:25:00,14
5,2023-12-22 08:25:00,14
4,2023-12-22 08:25:00,14
22,2023-12-22 08:25:00,1116
22,2023-12-22 08:25:00,1116
22,2023-12-22 08:26:00,14
22,2023-12-22 08:26:00,1116
22,2023-12-22 08:28:00,1116
32,2023-12-22 08:32:00,1859
22,2023-12-22 08:32:00,1116
22,2023-12-22 08:32:00,1116
37,2023-12-22 09:44:00,1034
37,2023-12-22 09:45:00,1034
22,2023-12-22 10:08:00,1810
22,2023-12-22 10:09:00,1810
5,2023-12-22 10:09:00,1810
22,2023-12-22 10:09:00,1810
22,2023-12-22 10:48:00,913
22,2023-12-22 10:49:00,913
22,2023-12-22 10:49:00,913
22,2023-12-22 10:49:00,913
5,2023-12-22 10:50:00,913
22,2023-12-22 10:50:00,913
22,2023-12-22 10:50:00,913
5,2023-12-22 11:01:00,531
22,2023-12-22 11:07:00,2739
22,2023-12-22 11:07:00,2739
22,2023-12-22 11:07:00,2739
22,2023-12-22 11:07:00,2739
22,2023-12-22 11:12:00,2739
22,2023-12-22 11:12:00,2739
22,2023-12-22 11:14:00,700
22,2023-12-22 11:14:00,700
5,2023-12-22 11:14:00,700
5,2023-12-22 11:17:00,700
22,2023-12-22 11:17:00,700
5,2023-12-22 11:18:00,700
22,2023-12-22 11:18:00,700
5,2023-12-22 11:18:00,700
22,2023-12-22 11:19:00,2739
7,2023-12-22 11:19:00,2739
5,2023-12-22 11:19:00,2739
4,2023-12-22 11:19:00,2739
22,2023-12-22 11:19:00,700
22,2023-12-22 11:19:00,700
22,2023-12-22 11:19:00,700
22,2023-12-22 11:21:00,2739
22,2023-12-22 11:21:00,2739
22,2023-12-22 11:22:00,1086
22,2023-12-22 11:23:00,1086
22,2023-12-22 11:24:00,1086
5,2023-12-22 11:26:00,700
5,2023-12-22 11:34:00,1471
7,2023-12-22 11:36:00,2733
5,2023-12-22 11:36:00,2733
4,2023-12-22 11:36:00,2733
4,2023-12-22 11:36:00,2733
22,2023-12-22 11:41:00,492
22,2023-12-22 11:41:00,492
5,2023-12-22 11:41:00,700
22,2023-12-22 13:11:00,230
22,2023-12-22 13:11:00,230
22,2023-12-22 13:12:00,230
22,2023-12-22 13:12:00,230
22,2023-12-22 13:12:00,230
22,2023-12-22 13:12:00,230
22,2023-12-22 13:12:00,230
22,2023-12-22 13:13:00,230
22,2023-12-22 13:16:00,230
22,2023-12-22 13:16:00,230
22,2023-12-22 13:16:00,2278
22,2023-12-22 13:16:00,2278
22,2023-12-22 13:16:00,2278
22,2023-12-22 13:17:00,230
22,2023-12-22 13:17:00,230
22,2023-12-22 13:17:00,230
22,2023-12-22 13:17:00,230
22,2023-12-22 13:20:00,230
22,2023-12-22 13:21:00,2278
7,2023-12-22 13:21:00,2278
5,2023-12-22 13:21:00,2278
4,2023-12-22 13:22:00,2278
22,2023-12-22 13:25:00,230
22,2023-12-22 13:25:00,230
22,2023-12-22 13:25:00,230
22,2023-12-22 13:26:00,230
22,2023-12-22 13:26:00,230
7,2023-12-22 13:26:00,230
5,2023-12-22 13:27:00,230
4,2023-12-22 13:27:00,230
4,2023-12-22 13:27:00,230
4,2023-12-22 13:27:00,230
4,2023-12-22 13:27:00,230
22,2023-12-22 13:28:00,230
22,2023-12-22 13:28:00,230
22,2023-12-22 13:28:00,230
22,2023-12-22 13:30:00,2278
22,2023-12-22 13:30:00,2278
4,2023-12-22 13:32:00,230
4,2023-12-22 13:32:00,230
2,2023-12-22 13:32:00,230
22,2023-12-22 13:34:00,1404
22,2023-12-22 13:35:00,1404
22,2023-12-22 13:35:00,1404
4,2023-12-22 14:42:00,2737
4,2023-12-22 14:42:00,2737
4,2023-12-22 14:42:00,2737
22,2023-12-22 14:44:00,98
31,2023-12-22 14:45:00,2737
22,2023-12-22 14:45:00,2737
22,2023-12-22 14:45:00,98
5,2023-12-22 14:46:00,3
4,2023-12-22 14:47:00,2737
4,2023-12-22 14:47:00,2737
2,2023-12-22 14:47:00,2737
22,2023-12-22 14:55:00,2398
22,2023-12-22 14:55:00,2398
22,2023-12-22 14:56:00,2398
22,2023-12-22 14:59:00,2398
22,2023-12-22 14:59:00,2398
22,2023-12-22 14:59:00,2398
22,2023-12-22 14:59:00,2398
22,2023-12-22 15:45:00,608
15,2023-12-22 15:48:00,2232
15,2023-12-22 15:49:00,2232
7,2023-12-22 15:56:00,1626
22,2023-12-22 15:56:00,1626
22,2023-12-22 15:58:00,1626
22,2023-12-22 16:00:00,1626
22,2023-12-22 16:01:00,1626
22,2023-12-22 16:01:00,1626
22,2023-12-22 16:03:00,1626
22,2023-12-22 16:03:00,1626
22,2023-12-22 16:03:00,1626
22,2023-12-22 16:10:00,1626
22,2023-12-22 16:10:00,1626
22,2023-12-22 16:27:00,2739
22,2023-12-22 16:28:00,2739
22,2023-12-22 16:29:00,2741
22,2023-12-22 16:30:00,2741
22,2023-12-22 16:30:00,2741
22,2023-12-22 16:31:00,2741
22,2023-12-22 16:33:00,1116
22,2023-12-22 16:33:00,1116
22,2023-12-22 16:33:00,1116
22,2023-12-22 16:33:00,1116
22,2023-12-22 16:34:00,2739
22,2023-12-22 16:34:00,1116
22,2023-12-22 16:39:00,2739
22,2023-12-22 18:02:00,2728
37,2023-12-22 19:08:00,2705
5,2023-12-22 19:34:00,2035
5,2023-12-22 20:29:00,1606
22,2023-12-22 21:20:00,2447
22,2023-12-22 21:20:00,2447
5,2023-12-22 21:20:00,2447
5,2023-12-22 21:24:00,2447
22,2023-12-22 21:25:00,2447
5,2023-12-22 21:25:00,2447
5,2023-12-22 21:27:00,2447
22,2023-12-22 21:57:00,1274
22,2023-12-22 22:21:00,1974
22,2023-12-22 22:28:00,1974
22,2023-12-22 22:28:00,1974
22,2023-12-22 22:32:00,1974
22,2023-12-22 22:32:00,1974
22,2023-12-22 22:38:00,1974
22,2023-12-22 22:38:00,1974
22,2023-12-22 22:48:00,1974
22,2023-12-22 22:48:00,1974
5,2023-12-22 22:48:00,1974
22,2023-12-22 23:00:00,1974
5,2023-12-22 23:01:00,1974
22,2023-12-22 23:59:00,1861
22,2023-12-22 23:59:00,1861
22,2023-12-22 23:59:00,1861
16,2023-12-23 00:00:00,1097
28,2023-12-23 00:00:00,1132
28,2023-12-23 00:00:00,2343
25,2023-12-23 00:00:00,626
27,2023-12-23 00:00:00,1034
22,2023-12-23 00:01:00,1861
22,2023-12-23 00:01:00,1861
22,2023-12-23 00:02:00,1861
22,2023-12-23 00:02:00,1861
22,2023-12-23 00:04:00,1861
22,2023-12-23 00:04:00,1861
22,2023-12-23 00:04:00,1861
22,2023-12-23 00:04:00,1861
4,2023-12-23 00:04:00,1861
4,2023-12-23 05:31:00,2739
4,2023-12-23 05:31:00,2278
4,2023-12-23 05:31:00,2733
4,2023-12-23 05:31:00,2733
4,2023-12-23 05:33:00,2739
2,2023-12-23 05:33:00,2739
4,2023-12-23 05:33:00,2733
4,2023-12-23 05:33:00,2733
4,2023-12-23 05:33:00,2733
2,2023-12-23 05:33:00,2733
4,2023-12-23 05:34:00,2278
2,2023-12-23 05:34:00,2278
2,2023-12-23 05:36:00,538
22,2023-12-23 07:25:00,229
22,2023-12-23 07:25:00,229
5,2023-12-23 07:26:00,229
22,2023-12-23 07:27:00,229
22,2023-12-23 11:12:00,635
22,2023-12-23 11:12:00,635
22,2023-12-23 11:12:00,635
22,2023-12-23 11:32:00,1417
22,2023-12-23 11:34:00,1626
22,2023-12-23 11:34:00,2471
22,2023-12-23 11:35:00,1626
22,2023-12-23 11:35:00,1626
22,2023-12-23 11:37:00,1626
22,2023-12-23 11:38:00,1626
22,2023-12-23 11:38:00,1626
22,2023-12-23 11:38:00,1626
22,2023-12-23 13:49:00,7
22,2023-12-23 13:49:00,7
22,2023-12-23 14:08:00,7
22,2023-12-23 14:11:00,2143
22,2023-12-23 14:12:00,7
22,2023-12-23 14:12:00,7
22,2023-12-23 14:15:00,7
7,2023-12-23 14:16:00,7
5,2023-12-23 14:16:00,7
4,2023-12-23 14:16:00,7
37,2023-12-23 14:24:00,2227
37,2023-12-23 15:05:00,552
37,2023-12-23 15:06:00,552
37,2023-12-23 15:06:00,552
22,2023-12-23 15:31:00,1905
37,2023-12-23 15:47:00,552
37,2023-12-23 15:48:00,552
22,2023-12-23 15:56:00,984
22,2023-12-23 16:14:00,2132
22,2023-12-23 16:50:00,1097
37,2023-12-23 16:53:00,883
5,2023-12-23 16:53:00,1097
5,2023-12-23 16:57:00,1097
5,2023-12-23 16:59:00,1097
5,2023-12-23 16:59:00,1097
5,2023-12-23 17:01:00,1097
5,2023-12-23 17:01:00,1097
5,2023-12-23 17:01:00,1097
22,2023-12-23 17:01:00,1097
22,2023-12-23 17:03:00,1097
22,2023-12-23 17:04:00,1097
22,2023-12-23 17:04:00,1097
32,2023-12-23 17:05:00,1097
32,2023-12-23 17:05:00,1097
37,2023-12-23 17:07:00,1320
22,2023-12-23 17:20:00,375
22,2023-12-23 18:30:00,251
22,2023-12-23 18:35:00,251
37,2023-12-23 21:17:00,1320
22,2023-12-23 22:29:00,1528
22,2023-12-23 22:35:00,1528
22,2023-12-23 22:35:00,1528
22,2023-12-23 22:36:00,1528
22,2023-12-23 22:36:00,1528
22,2023-12-23 22:36:00,1528
22,2023-12-23 22:37:00,1528
22,2023-12-23 22:45:00,1528
7,2023-12-23 22:46:00,1528
22,2023-12-23 22:46:00,1528
22,2023-12-23 22:47:00,1528
22,2023-12-23 22:54:00,527
22,2023-12-23 23:08:00,1901
22,2023-12-23 23:11:00,1901
22,2023-12-23 23:11:00,1901
22,2023-12-23 23:17:00,1901
22,2023-12-23 23:20:00,1528
7,2023-12-23 23:39:00,568
22,2023-12-23 23:56:00,1528
28,2023-12-24 00:00:00,1102
28,2023-12-24 00:00:00,1756
28,2023-12-24 00:00:00,1771
27,2023-12-24 00:00:00,1891
28,2023-12-24 00:00:00,2504
28,2023-12-24 00:00:00,489
28,2023-12-24 00:00:00,932
26,2023-12-24 00:00:00,1525
22,2023-12-24 00:01:00,36
22,2023-12-24 00:01:00,36
22,2023-12-24 00:01:00,36
22,2023-12-24 00:08:00,36
7,2023-12-24 00:08:00,36
5,2023-12-24 00:08:00,36
4,2023-12-24 00:09:00,36
4,2023-12-24 00:09:00,36
22,2023-12-24 00:46:00,416
22,2023-12-24 00:46:00,416
4,2023-12-24 05:31:00,1861
4,2023-12-24 05:31:00,7
