event,completeTime,case
5,2022-12-27 20:30:00,1315
22,2022-12-27 20:30:00,1315
22,2022-12-27 20:30:00,1315
22,2022-12-27 20:31:00,1315
22,2022-12-27 20:31:00,1315
22,2022-12-27 20:31:00,1315
37,2022-12-27 21:18:00,618
37,2022-12-27 21:19:00,618
37,2022-12-27 21:21:00,1322
37,2022-12-27 21:22:00,1322
37,2022-12-27 21:22:00,1322
5,2022-12-27 21:32:00,23
5,2022-12-27 21:36:00,1675
5,2022-12-27 21:38:00,23
5,2022-12-27 21:38:00,23
22,2022-12-27 21:40:00,2410
22,2022-12-27 21:41:00,2410
22,2022-12-27 21:41:00,2410
22,2022-12-27 21:44:00,2410
22,2022-12-27 21:45:00,2410
22,2022-12-27 21:45:00,2410
22,2022-12-27 21:45:00,2410
22,2022-12-27 21:46:00,2410
22,2022-12-27 21:47:00,2410
22,2022-12-27 21:48:00,2410
22,2022-12-27 21:54:00,785
32,2022-12-27 21:55:00,785
22,2022-12-27 22:15:00,2410
22,2022-12-27 22:15:00,2410
22,2022-12-27 22:16:00,2410
5,2022-12-27 22:17:00,2410
5,2022-12-27 22:19:00,2410
5,2022-12-28 00:02:00,262
22,2022-12-28 00:21:00,2468
22,2022-12-28 00:22:00,2468
22,2022-12-28 00:22:00,2468
37,2022-12-28 00:23:00,818
22,2022-12-28 00:26:00,2468
22,2022-12-28 00:32:00,2624
22,2022-12-28 00:49:00,2468
5,2022-12-28 00:49:00,2468
5,2022-12-28 00:53:00,2468
22,2022-12-28 07:38:00,1449
22,2022-12-28 07:39:00,1449
22,2022-12-28 07:39:00,1449
22,2022-12-28 07:39:00,1449
22,2022-12-28 07:40:00,1449
22,2022-12-28 07:40:00,1449
5,2022-12-28 07:40:00,1449
22,2022-12-28 09:11:00,758
32,2022-12-28 09:11:00,758
22,2022-12-28 09:12:00,758
22,2022-12-28 09:13:00,758
22,2022-12-28 09:13:00,758
37,2022-12-28 10:13:00,2648
37,2022-12-28 10:14:00,2648
22,2022-12-28 10:19:00,166
22,2022-12-28 10:21:00,1926
22,2022-12-28 10:24:00,1926
37,2022-12-28 11:01:00,1049
37,2022-12-28 11:01:00,1049
37,2022-12-28 11:08:00,1239
5,2022-12-28 11:17:00,758
22,2022-12-28 11:24:00,2401
22,2022-12-28 11:27:00,2401
22,2022-12-28 11:27:00,2401
22,2022-12-28 11:27:00,2401
22,2022-12-28 11:28:00,2401
5,2022-12-28 11:29:00,2401
5,2022-12-28 11:48:00,262
5,2022-12-28 11:49:00,262
22,2022-12-28 11:52:00,262
22,2022-12-28 11:52:00,262
5,2022-12-28 11:52:00,262
5,2022-12-28 11:56:00,262
22,2022-12-28 13:04:00,46
5,2022-12-28 13:05:00,46
22,2022-12-28 13:26:00,529
22,2022-12-28 13:38:00,1870
22,2022-12-28 13:38:00,1870
5,2022-12-28 13:38:00,1870
22,2022-12-28 13:40:00,773
22,2022-12-28 13:40:00,773
5,2022-12-28 13:40:00,773
22,2022-12-28 13:41:00,913
22,2022-12-28 13:41:00,913
22,2022-12-28 13:55:00,162
22,2022-12-28 13:55:00,162
37,2022-12-28 14:12:00,38
22,2022-12-28 14:52:00,976
22,2022-12-28 15:44:00,98
22,2022-12-28 15:45:00,98
22,2022-12-28 15:45:00,98
22,2022-12-28 15:46:00,98
22,2022-12-28 16:32:00,1836
22,2022-12-28 16:33:00,1836
24,2022-12-28 16:39:00,103
22,2022-12-28 16:52:00,520
22,2022-12-28 17:35:00,299
22,2022-12-28 17:46:00,1676
22,2022-12-28 18:02:00,834
32,2022-12-28 18:02:00,834
22,2022-12-28 18:04:00,581
22,2022-12-28 18:05:00,409
22,2022-12-28 18:05:00,581
32,2022-12-28 18:05:00,759
22,2022-12-28 18:09:00,409
22,2022-12-28 18:10:00,409
22,2022-12-28 18:33:00,1819
22,2022-12-28 18:33:00,1819
22,2022-12-28 18:34:00,1819
5,2022-12-28 19:13:00,2615
22,2022-12-28 19:30:00,2510
22,2022-12-28 19:31:00,2510
22,2022-12-28 19:31:00,2510
22,2022-12-28 19:31:00,2510
22,2022-12-28 19:31:00,2510
22,2022-12-28 19:35:00,2510
22,2022-12-28 19:35:00,2510
37,2022-12-28 19:40:00,1627
37,2022-12-28 19:41:00,1627
37,2022-12-28 19:41:00,1627
37,2022-12-28 19:51:00,1001
22,2022-12-28 20:07:00,231
22,2022-12-28 20:07:00,231
5,2022-12-28 20:44:00,847
22,2022-12-28 20:56:00,389
22,2022-12-28 21:01:00,389
37,2022-12-28 23:06:00,1104
37,2022-12-28 23:09:00,145
22,2022-12-29 00:18:00,121
22,2022-12-29 00:18:00,121
5,2022-12-29 00:18:00,121
22,2022-12-29 07:58:00,1289
22,2022-12-29 07:59:00,1289
22,2022-12-29 07:59:00,1289
5,2022-12-29 07:59:00,1289
22,2022-12-29 07:59:00,1289
22,2022-12-29 07:59:00,1289
22,2022-12-29 07:59:00,1289
5,2022-12-29 10:29:00,1517
37,2022-12-29 13:25:00,1049
37,2022-12-29 13:26:00,1049
37,2022-12-29 13:27:00,1049
22,2022-12-29 13:39:00,2046
22,2022-12-29 13:39:00,2046
37,2022-12-29 13:41:00,498
22,2022-12-29 13:43:00,2046
22,2022-12-29 13:43:00,2046
37,2022-12-29 14:13:00,1488
37,2022-12-29 14:16:00,1488
22,2022-12-29 14:34:00,1129
22,2022-12-29 14:34:00,1129
5,2022-12-29 14:34:00,1129
5,2022-12-29 14:44:00,1129
5,2022-12-29 14:46:00,1129
5,2022-12-29 14:47:00,1129
22,2022-12-29 15:56:00,1382
22,2022-12-29 15:57:00,1030
22,2022-12-29 15:57:00,1030
5,2022-12-29 15:57:00,1030
22,2022-12-29 15:57:00,1382
22,2022-12-29 15:59:00,1030
5,2022-12-29 16:01:00,1030
22,2022-12-29 16:15:00,29
22,2022-12-29 16:16:00,29
37,2022-12-29 16:49:00,1509
37,2022-12-29 18:48:00,2475
22,2022-12-29 19:03:00,1209
22,2022-12-29 19:04:00,1209
5,2022-12-29 19:05:00,1209
22,2022-12-29 19:05:00,1209
22,2022-12-29 19:05:00,1209
22,2022-12-29 19:06:00,1209
5,2022-12-29 19:09:00,1209
22,2022-12-29 19:24:00,743
22,2022-12-29 19:42:00,743
5,2022-12-29 19:42:00,743
5,2022-12-29 19:56:00,916
5,2022-12-29 19:56:00,916
5,2022-12-29 20:06:00,743
22,2022-12-29 20:16:00,376
22,2022-12-29 20:18:00,376
22,2022-12-29 20:18:00,376
22,2022-12-29 20:19:00,376
22,2022-12-29 22:23:00,29
22,2022-12-29 22:23:00,29
22,2022-12-29 22:24:00,29
22,2022-12-29 22:25:00,29
22,2022-12-29 22:25:00,29
22,2022-12-29 22:26:00,29
5,2022-12-29 22:26:00,29
22,2022-12-29 22:26:00,29
22,2022-12-29 22:26:00,29
22,2022-12-29 22:26:00,29
22,2022-12-29 22:27:00,29
22,2022-12-29 22:27:00,29
22,2022-12-29 22:30:00,1996
22,2022-12-29 22:31:00,1996
22,2022-12-29 22:40:00,29
37,2022-12-30 00:47:00,891
22,2022-12-30 07:53:00,1286
22,2022-12-30 07:53:00,1286
22,2022-12-30 07:57:00,1286
37,2022-12-30 08:54:00,498
22,2022-12-30 08:58:00,104
5,2022-12-30 08:58:00,104
22,2022-12-30 09:18:00,1929
22,2022-12-30 09:18:00,1929
5,2022-12-30 09:18:00,1929
22,2022-12-30 09:19:00,1929
22,2022-12-30 09:19:00,1929
5,2022-12-30 09:19:00,1929
5,2022-12-30 09:25:00,1929
5,2022-12-30 09:25:00,1929
22,2022-12-30 09:43:00,454
22,2022-12-30 09:44:00,454
32,2022-12-30 09:45:00,454
32,2022-12-30 09:45:00,454
32,2022-12-30 09:46:00,454
22,2022-12-30 09:47:00,454
22,2022-12-30 09:51:00,2272
5,2022-12-30 09:52:00,1066
22,2022-12-30 10:01:00,1587
37,2022-12-30 10:16:00,119
5,2022-12-30 10:41:00,2367
22,2022-12-30 10:41:00,2367
22,2022-12-30 10:41:00,444
37,2022-12-30 10:52:00,2701
37,2022-12-30 10:52:00,2701
22,2022-12-30 10:52:00,965
22,2022-12-30 10:53:00,965
22,2022-12-30 10:53:00,965
22,2022-12-30 10:54:00,965
22,2022-12-30 10:54:00,965
22,2022-12-30 10:55:00,965
22,2022-12-30 10:55:00,965
37,2022-12-30 11:49:00,2081
22,2022-12-30 13:06:00,187
22,2022-12-30 13:06:00,187
22,2022-12-30 13:06:00,187
22,2022-12-30 13:06:00,187
22,2022-12-30 13:13:00,661
22,2022-12-30 13:13:00,661
22,2022-12-30 13:13:00,661
22,2022-12-30 13:13:00,661
22,2022-12-30 13:13:00,661
22,2022-12-30 13:13:00,661
5,2022-12-30 13:14:00,661
22,2022-12-30 13:14:00,48
22,2022-12-30 13:15:00,48
22,2022-12-30 13:20:00,492
22,2022-12-30 13:20:00,492
37,2022-12-30 13:41:00,1224
22,2022-12-30 13:44:00,187
22,2022-12-30 13:44:00,187
22,2022-12-30 13:45:00,187
22,2022-12-30 13:45:00,187
5,2022-12-30 13:45:00,187
22,2022-12-30 13:45:00,187
22,2022-12-30 13:45:00,187
22,2022-12-30 13:58:00,995
22,2022-12-30 13:58:00,995
5,2022-12-30 13:58:00,995
37,2022-12-30 14:04:00,54
5,2022-12-30 14:09:00,995
22,2022-12-30 14:10:00,995
22,2022-12-30 14:13:00,2192
22,2022-12-30 14:17:00,2192
22,2022-12-30 14:17:00,2192
22,2022-12-30 14:22:00,2192
22,2022-12-30 14:22:00,2192
5,2022-12-30 14:34:00,482
22,2022-12-30 15:08:00,2235
37,2022-12-30 15:13:00,751
22,2022-12-30 15:49:00,2289
37,2022-12-30 17:55:00,2616
22,2022-12-30 19:21:00,393
22,2022-12-30 19:28:00,393
22,2022-12-30 19:28:00,393
22,2022-12-30 19:32:00,393
22,2022-12-30 19:46:00,1869
22,2022-12-30 19:46:00,1869
5,2022-12-30 19:49:00,2283
5,2022-12-30 19:52:00,2283
37,2022-12-30 20:20:00,964
22,2022-12-30 22:59:00,420
22,2022-12-30 23:29:00,1196
22,2022-12-30 23:29:00,1196
5,2022-12-30 23:30:00,1196
37,2022-12-31 00:08:00,117
37,2022-12-31 00:09:00,117
37,2022-12-31 00:09:00,117
37,2022-12-31 00:10:00,117
37,2022-12-31 00:10:00,117
22,2022-12-31 00:48:00,507
22,2022-12-31 00:48:00,507
37,2022-12-31 08:52:00,2186
22,2022-12-31 08:58:00,809
22,2022-12-31 09:09:00,2186
32,2022-12-31 09:09:00,2186
22,2022-12-31 09:12:00,2186
22,2022-12-31 09:23:00,1014
22,2022-12-31 09:23:00,1014
5,2022-12-31 09:23:00,1014
22,2022-12-31 09:53:00,429
22,2022-12-31 09:56:00,429
5,2022-12-31 09:56:00,429
22,2022-12-31 09:59:00,429
22,2022-12-31 09:59:00,429
22,2022-12-31 10:10:00,588
22,2022-12-31 10:25:00,588
22,2022-12-31 10:25:00,588
5,2022-12-31 10:25:00,588
22,2022-12-31 11:05:00,2471
37,2022-12-31 11:19:00,2727
37,2022-12-31 11:22:00,544
32,2022-12-31 11:53:00,2388
22,2022-12-31 13:23:00,650
22,2022-12-31 13:23:00,650
5,2022-12-31 13:23:00,650
37,2022-12-31 13:52:00,2241
37,2022-12-31 14:43:00,2696
37,2022-12-31 14:43:00,2696
37,2022-12-31 14:43:00,2696
37,2022-12-31 14:50:00,2699
22,2022-12-31 18:02:00,2514
37,2022-12-31 18:32:00,1034
37,2022-12-31 18:32:00,1034
22,2022-12-31 20:18:00,1193
22,2023-01-01 00:10:00,848
22,2023-01-01 00:10:00,848
22,2023-01-01 10:37:00,1886
22,2023-01-01 10:37:00,1886
5,2023-01-01 11:09:00,1886
22,2023-01-01 11:33:00,68
22,2023-01-01 11:34:00,68
22,2023-01-01 11:52:00,848
22,2023-01-01 11:54:00,848
37,2023-01-01 14:00:00,1064
37,2023-01-01 14:28:00,1235
37,2023-01-01 14:45:00,1235
37,2023-01-01 14:45:00,1235
5,2023-01-01 14:46:00,499
37,2023-01-01 14:46:00,1235
5,2023-01-01 15:02:00,499
5,2023-01-01 15:03:00,499
5,2023-01-01 15:04:00,499
22,2023-01-01 15:12:00,474
22,2023-01-01 15:12:00,474
22,2023-01-01 15:12:00,474
5,2023-01-01 15:12:00,474
22,2023-01-01 15:13:00,474
22,2023-01-01 15:13:00,474
22,2023-01-01 15:13:00,474
22,2023-01-01 15:14:00,2225
22,2023-01-01 15:14:00,2225
22,2023-01-01 15:15:00,2225
22,2023-01-01 15:15:00,2225
22,2023-01-01 15:15:00,2225
22,2023-01-01 15:46:00,593
22,2023-01-01 15:46:00,593
22,2023-01-01 15:57:00,593
32,2023-01-01 15:59:00,593
32,2023-01-01 15:59:00,593
32,2023-01-01 16:01:00,593
22,2023-01-01 16:01:00,593
22,2023-01-01 16:02:00,593
22,2023-01-01 16:03:00,593
22,2023-01-01 16:07:00,593
32,2023-01-01 16:07:00,593
32,2023-01-01 16:07:00,593
22,2023-01-01 16:25:00,1220
22,2023-01-01 16:25:00,1220
22,2023-01-01 16:26:00,1220
22,2023-01-01 16:27:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:28:00,1220
22,2023-01-01 16:29:00,1220
22,2023-01-01 16:29:00,1220
22,2023-01-01 16:29:00,1220
5,2023-01-01 16:29:00,1220
22,2023-01-01 16:50:00,2741
24,2023-01-01 17:12:00,257
22,2023-01-01 17:19:00,129
22,2023-01-01 17:19:00,129
5,2023-01-01 17:19:00,129
22,2023-01-01 17:19:00,129
22,2023-01-01 17:20:00,129
5,2023-01-01 17:28:00,2039
22,2023-01-01 17:43:00,2551
22,2023-01-01 17:43:00,2551
22,2023-01-01 17:44:00,2551
37,2023-01-01 18:46:00,1837
37,2023-01-01 18:56:00,1034
37,2023-01-01 18:57:00,1034
22,2023-01-01 20:00:00,2663
22,2023-01-01 20:17:00,384
37,2023-01-01 21:18:00,2596
22,2023-01-02 00:19:00,2087
22,2023-01-02 00:21:00,2087
22,2023-01-02 00:25:00,184
22,2023-01-02 00:26:00,173
22,2023-01-02 00:26:00,173
22,2023-01-02 00:27:00,173
5,2023-01-02 00:27:00,173
22,2023-01-02 00:28:00,2087
5,2023-01-02 00:32:00,173
22,2023-01-02 08:07:00,2336
37,2023-01-02 10:10:00,2241
22,2023-01-02 10:19:00,731
22,2023-01-02 10:20:00,731
22,2023-01-02 10:44:00,263
22,2023-01-02 10:44:00,263
22,2023-01-02 10:44:00,263
22,2023-01-02 10:44:00,263
5,2023-01-02 10:44:00,263
22,2023-01-02 11:03:00,375
22,2023-01-02 11:08:00,2747
22,2023-01-02 11:29:00,2354
22,2023-01-02 11:30:00,2354
22,2023-01-02 11:30:00,2354
5,2023-01-02 11:30:00,2354
5,2023-01-02 11:36:00,2354
22,2023-01-02 11:51:00,1803
22,2023-01-02 11:54:00,1803
24,2023-01-02 13:32:00,2594
22,2023-01-02 13:34:00,1156
22,2023-01-02 13:34:00,1156
22,2023-01-02 13:35:00,166
22,2023-01-02 13:52:00,466
22,2023-01-02 13:52:00,466
5,2023-01-02 13:52:00,466
22,2023-01-02 13:52:00,466
22,2023-01-02 13:52:00,466
22,2023-01-02 14:13:00,1847
22,2023-01-02 14:15:00,713
22,2023-01-02 14:16:00,713
5,2023-01-02 14:17:00,713
22,2023-01-02 14:31:00,245
37,2023-01-02 14:36:00,1630
37,2023-01-02 14:36:00,1630
22,2023-01-02 14:37:00,200
37,2023-01-02 14:37:00,1630
37,2023-01-02 14:37:00,1630
37,2023-01-02 14:37:00,1630
22,2023-01-02 14:39:00,200
5,2023-01-02 14:40:00,1854
22,2023-01-02 14:41:00,1798
22,2023-01-02 15:00:00,869
22,2023-01-02 15:24:00,200
22,2023-01-02 15:24:00,200
22,2023-01-02 15:25:00,200
22,2023-01-02 15:29:00,2272
22,2023-01-02 15:29:00,806
22,2023-01-02 15:29:00,806
22,2023-01-02 15:32:00,1799
22,2023-01-02 15:39:00,299
22,2023-01-02 15:39:00,299
22,2023-01-02 15:39:00,299
22,2023-01-02 15:39:00,299
5,2023-01-02 16:17:00,365
22,2023-01-02 16:19:00,1190
22,2023-01-02 16:20:00,1190
22,2023-01-02 16:20:00,1190
22,2023-01-02 16:47:00,861
5,2023-01-02 16:48:00,861
22,2023-01-02 17:12:00,662
22,2023-01-02 17:12:00,662
5,2023-01-02 17:12:00,662
22,2023-01-02 17:25:00,2667
22,2023-01-02 17:31:00,2466
22,2023-01-02 19:33:00,1768
22,2023-01-02 19:33:00,1768
22,2023-01-02 19:33:00,1768
5,2023-01-02 19:34:00,1768
22,2023-01-02 19:35:00,1768
32,2023-01-02 19:35:00,1768
22,2023-01-02 19:35:00,1768
22,2023-01-02 19:35:00,1768
22,2023-01-02 19:36:00,1768
5,2023-01-02 19:36:00,1768
22,2023-01-02 20:05:00,213
22,2023-01-02 20:06:00,213
22,2023-01-02 20:06:00,213
22,2023-01-02 20:07:00,213
22,2023-01-02 20:07:00,213
22,2023-01-02 20:08:00,213
22,2023-01-02 20:09:00,213
5,2023-01-02 20:22:00,213
5,2023-01-02 20:23:00,213
5,2023-01-02 20:30:00,213
22,2023-01-02 20:30:00,213
22,2023-01-02 20:30:00,213
5,2023-01-02 20:30:00,213
5,2023-01-02 20:33:00,213
22,2023-01-02 21:46:00,2256
22,2023-01-02 21:46:00,2256
5,2023-01-02 21:46:00,2256
22,2023-01-02 22:57:00,1569
22,2023-01-02 22:57:00,1569
5,2023-01-02 22:58:00,1569
5,2023-01-02 23:14:00,1569
5,2023-01-03 00:23:00,2086
5,2023-01-03 00:28:00,2086
5,2023-01-03 00:29:00,2086
5,2023-01-03 00:31:00,2086
5,2023-01-03 00:31:00,2086
5,2023-01-03 00:33:00,2086
5,2023-01-03 00:34:00,2086
37,2023-01-03 07:33:00,944
22,2023-01-03 09:36:00,2100
22,2023-01-03 09:57:00,895
37,2023-01-03 10:12:00,503
22,2023-01-03 10:21:00,1004
22,2023-01-03 10:21:00,1004
22,2023-01-03 10:21:00,1004
22,2023-01-03 10:21:00,1004
22,2023-01-03 10:22:00,1004
22,2023-01-03 10:22:00,1004
22,2023-01-03 10:22:00,1004
22,2023-01-03 10:23:00,1004
22,2023-01-03 10:23:00,1004
22,2023-01-03 10:23:00,1004
22,2023-01-03 10:23:00,1004
22,2023-01-03 10:23:00,1004
22,2023-01-03 10:32:00,1032
22,2023-01-03 10:38:00,139
22,2023-01-03 10:41:00,139
22,2023-01-03 11:00:00,895
22,2023-01-03 11:01:00,895
22,2023-01-03 11:01:00,895
22,2023-01-03 11:04:00,714
22,2023-01-03 11:04:00,714
22,2023-01-03 13:54:00,828
22,2023-01-03 13:54:00,828
22,2023-01-03 13:54:00,828
5,2023-01-03 13:54:00,828
37,2023-01-03 14:56:00,2304
37,2023-01-03 14:59:00,2304
37,2023-01-03 15:07:00,2523
5,2023-01-03 15:10:00,2086
37,2023-01-03 15:31:00,390
22,2023-01-03 16:00:00,356
22,2023-01-03 16:14:00,356
5,2023-01-03 16:15:00,356
22,2023-01-03 16:46:00,1909
37,2023-01-03 17:13:00,907
22,2023-01-03 17:36:00,1830
37,2023-01-03 18:24:00,2007
22,2023-01-03 19:31:00,1741
22,2023-01-03 19:31:00,1741
22,2023-01-03 19:59:00,2042
22,2023-01-03 20:54:00,839
22,2023-01-04 00:29:00,48
22,2023-01-04 09:55:00,782
22,2023-01-04 09:55:00,782
22,2023-01-04 11:31:00,2235
22,2023-01-04 11:32:00,2235
22,2023-01-04 11:32:00,2235
22,2023-01-04 11:33:00,245
37,2023-01-04 13:07:00,2372
37,2023-01-04 13:08:00,2372
37,2023-01-04 13:45:00,2680
37,2023-01-04 13:45:00,2680
37,2023-01-04 13:45:00,2680
37,2023-01-04 13:46:00,2680
37,2023-01-04 13:46:00,2680
37,2023-01-04 13:46:00,2680
37,2023-01-04 13:46:00,2680
37,2023-01-04 13:46:00,2680
37,2023-01-04 14:25:00,2133
22,2023-01-04 15:17:00,304
22,2023-01-04 16:02:00,100
22,2023-01-04 16:02:00,100
22,2023-01-04 16:02:00,100
22,2023-01-04 16:04:00,100
5,2023-01-04 16:04:00,100
37,2023-01-04 16:26:00,1433
37,2023-01-04 16:27:00,1433
37,2023-01-04 16:27:00,1433
37,2023-01-04 16:27:00,1433
37,2023-01-04 16:28:00,1433
22,2023-01-04 16:39:00,2289
22,2023-01-04 16:40:00,687
32,2023-01-04 16:41:00,687
32,2023-01-04 16:41:00,687
32,2023-01-04 16:41:00,687
22,2023-01-04 16:48:00,2289
22,2023-01-04 16:53:00,2289
22,2023-01-04 17:08:00,36
22,2023-01-04 19:19:00,2289
22,2023-01-04 20:12:00,15
5,2023-01-04 21:02:00,2604
22,2023-01-05 00:05:00,373
5,2023-01-05 00:06:00,1858
22,2023-01-05 00:10:00,373
22,2023-01-05 00:17:00,524
22,2023-01-05 00:18:00,524
22,2023-01-05 00:18:00,524
5,2023-01-05 00:18:00,524
22,2023-01-05 00:21:00,2183
22,2023-01-05 00:21:00,346
5,2023-01-05 00:34:00,2183
37,2023-01-05 00:50:00,401
37,2023-01-05 07:01:00,2474
22,2023-01-05 08:27:00,499
22,2023-01-05 08:57:00,1485
22,2023-01-05 08:58:00,1485
22,2023-01-05 08:58:00,1485
22,2023-01-05 08:58:00,1485
22,2023-01-05 09:07:00,1485
5,2023-01-05 09:07:00,1485
22,2023-01-05 09:07:00,1485
22,2023-01-05 09:07:00,1485
22,2023-01-05 09:07:00,1485
22,2023-01-05 09:09:00,1485
5,2023-01-05 09:47:00,1858
22,2023-01-05 09:52:00,2187
22,2023-01-05 09:58:00,546
22,2023-01-05 09:58:00,546
5,2023-01-05 09:59:00,546
5,2023-01-05 10:08:00,546
22,2023-01-05 10:11:00,546
22,2023-01-05 10:11:00,546
5,2023-01-05 10:11:00,546
5,2023-01-05 10:15:00,2489
5,2023-01-05 10:19:00,546
5,2023-01-05 10:21:00,546
22,2023-01-05 10:37:00,546
22,2023-01-05 10:39:00,546
22,2023-01-05 10:46:00,546
22,2023-01-05 10:47:00,1190
5,2023-01-05 10:47:00,1190
22,2023-01-05 10:48:00,1190
22,2023-01-05 10:48:00,1190
22,2023-01-05 10:53:00,2229
5,2023-01-05 11:08:00,1858
37,2023-01-05 11:10:00,2395
37,2023-01-05 11:11:00,2395
37,2023-01-05 11:12:00,2395
37,2023-01-05 11:12:00,2395
37,2023-01-05 11:12:00,2395
37,2023-01-05 11:12:00,2395
22,2023-01-05 11:13:00,551
22,2023-01-05 11:13:00,551
22,2023-01-05 13:06:00,2705
22,2023-01-05 13:06:00,2705
5,2023-01-05 13:06:00,2705
22,2023-01-05 13:10:00,343
22,2023-01-05 13:11:00,343
22,2023-01-05 13:17:00,343
5,2023-01-05 13:18:00,343
5,2023-01-05 13:22:00,2705
5,2023-01-05 13:24:00,343
22,2023-01-05 14:34:00,2276
22,2023-01-05 16:37:00,2517
5,2023-01-05 16:37:00,2517
22,2023-01-05 16:37:00,2517
22,2023-01-05 16:37:00,2517
22,2023-01-05 16:37:00,2517
22,2023-01-05 16:38:00,2517
22,2023-01-05 16:38:00,2517
22,2023-01-05 16:38:00,2517
22,2023-01-05 16:38:00,2517
22,2023-01-05 16:38:00,2517
22,2023-01-05 16:38:00,2517
37,2023-01-05 16:48:00,1658
37,2023-01-05 17:04:00,422
37,2023-01-05 17:20:00,866
37,2023-01-05 17:20:00,866
5,2023-01-05 17:35:00,2086
22,2023-01-05 17:48:00,665
22,2023-01-05 17:48:00,665
22,2023-01-05 17:48:00,665
5,2023-01-05 17:49:00,665
22,2023-01-05 17:55:00,2722
22,2023-01-05 17:55:00,2722
22,2023-01-05 19:31:00,767
22,2023-01-05 19:31:00,767
5,2023-01-05 19:31:00,767
22,2023-01-05 20:00:00,1234
22,2023-01-05 20:01:00,1234
5,2023-01-05 20:02:00,1234
22,2023-01-05 21:00:00,1623
37,2023-01-05 21:01:00,1545
22,2023-01-05 21:01:00,1623
5,2023-01-05 21:01:00,1623
37,2023-01-05 22:18:00,2450
37,2023-01-05 22:24:00,2450
37,2023-01-06 00:59:00,1878
22,2023-01-06 07:12:00,2622
22,2023-01-06 07:12:00,2622
22,2023-01-06 09:10:00,2396
22,2023-01-06 09:14:00,314
22,2023-01-06 09:18:00,314
22,2023-01-06 09:19:00,314
22,2023-01-06 09:21:00,314
22,2023-01-06 09:21:00,314
22,2023-01-06 09:53:00,125
22,2023-01-06 09:57:00,125
22,2023-01-06 09:57:00,125
22,2023-01-06 09:58:00,125
22,2023-01-06 09:58:00,125
22,2023-01-06 10:00:00,125
22,2023-01-06 10:01:00,2399
5,2023-01-06 10:01:00,125
22,2023-01-06 10:01:00,125
22,2023-01-06 10:01:00,125
22,2023-01-06 10:02:00,2399
22,2023-01-06 10:03:00,2399
22,2023-01-06 10:03:00,125
22,2023-01-06 10:04:00,125
22,2023-01-06 11:08:00,2010
32,2023-01-06 11:08:00,2010
32,2023-01-06 11:08:00,2010
22,2023-01-06 11:32:00,248
22,2023-01-06 11:33:00,530
22,2023-01-06 11:38:00,2010
22,2023-01-06 13:47:00,245
22,2023-01-06 13:47:00,245
22,2023-01-06 13:47:00,245
22,2023-01-06 13:47:00,245
32,2023-01-06 14:06:00,2147
32,2023-01-06 14:16:00,2147
32,2023-01-06 14:17:00,2147
32,2023-01-06 14:18:00,2147
32,2023-01-06 14:18:00,2147
32,2023-01-06 14:20:00,2147
32,2023-01-06 14:25:00,2147
22,2023-01-06 14:26:00,1925
32,2023-01-06 14:32:00,2147
32,2023-01-06 14:33:00,2147
32,2023-01-06 14:34:00,2147
32,2023-01-06 14:34:00,2147
32,2023-01-06 14:35:00,2147
32,2023-01-06 14:40:00,2147
5,2023-01-06 14:40:00,2147
37,2023-01-06 14:54:00,1664
22,2023-01-06 14:57:00,1845
32,2023-01-06 14:57:00,1845
5,2023-01-06 15:24:00,1845
37,2023-01-06 15:25:00,584
37,2023-01-06 16:48:00,2288
22,2023-01-06 17:33:00,793
32,2023-01-06 17:33:00,793
22,2023-01-06 17:33:00,2235
22,2023-01-06 17:35:00,2235
22,2023-01-06 17:36:00,2235
22,2023-01-06 17:36:00,2235
37,2023-01-06 19:50:00,1642
37,2023-01-06 20:37:00,2077
37,2023-01-06 20:37:00,2077
37,2023-01-06 20:39:00,2077
37,2023-01-06 20:40:00,2077
22,2023-01-06 21:17:00,1917
22,2023-01-06 21:19:00,1917
5,2023-01-06 21:19:00,1917
22,2023-01-06 21:19:00,1917
37,2023-01-06 23:25:00,1852
37,2023-01-06 23:28:00,1852
22,2023-01-07 00:39:00,492
22,2023-01-07 00:39:00,492
22,2023-01-07 00:39:00,492
22,2023-01-07 00:39:00,492
37,2023-01-07 00:42:00,988
22,2023-01-07 09:43:00,1339
22,2023-01-07 09:43:00,1339
37,2023-01-07 10:16:00,2706
37,2023-01-07 10:24:00,1680
37,2023-01-07 10:32:00,579
37,2023-01-07 10:33:00,579
22,2023-01-07 13:02:00,2328
5,2023-01-07 13:22:00,1339
22,2023-01-07 13:23:00,2328
22,2023-01-07 14:12:00,775
22,2023-01-07 14:13:00,775
22,2023-01-07 14:13:00,775
22,2023-01-07 14:13:00,775
5,2023-01-07 14:13:00,775
5,2023-01-07 14:16:00,775
5,2023-01-07 14:17:00,775
5,2023-01-07 14:20:00,775
5,2023-01-07 14:20:00,775
5,2023-01-07 14:20:00,775
7,2023-01-07 14:27:00,63
22,2023-01-07 14:28:00,63
22,2023-01-07 14:29:00,63
22,2023-01-07 15:14:00,1955
22,2023-01-07 15:15:00,1955
5,2023-01-07 15:47:00,586
5,2023-01-07 15:49:00,586
5,2023-01-07 15:50:00,586
22,2023-01-07 16:05:00,449
